On	a	hill	there	sat	and	smote	on	his	harp	Eggther	the	joyous	the	giants	warder	Above	him	the	cock	in	the																								
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Gól	um	ásum	Gullinkambi	sá	vekr	hölða	að	Herjaföðrs	en	annarr	gelr	fyr	jörð	neðan	sótrauðr	hani	að	sölum	Heljar																										
Crowed	 	the gods	the Gollinkambi	the one	wakes	heroes	at	Herfather's	and	the other	crows	down	earth	beneath	dark-red	cock	at	the halls	of Hell																										
Then	to	the	gods	crowed	Gollinkambi	He	wakes	the	heroes	in	Othin's	hall	And	beneath	the	earth	does	another	crow																										
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Geyr	Garmr	mjök	fyr	Gnipahelli	festr	mun	slitna	en	Fre	renna	fjölð	veit	hon	fræða	fram	sé	ek	lengra	um	ragna	rök	römm	sigtíva																						
Barks	Garm	much	outside of	Gnipahellir	the fetters	will	burst	and	Freki	would run free	much	knows	she	of wisdom	fore	see	I	long in future	about	heaven's	judgment	fight	of victorious gods																						
Now	Garm	howls	loud	before	Gnipahellir	The	fetters	will	burst	and	the	wolf	run	free	Much	do	I	know	and	more	can	see	Of																						
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Bræðr	munu	berjaz	ok	að	bönum	verða	munu	systrungar	sifjum	spilla	hart	er	í	heimi	hórdómr	mikill	skeggöld	skálmöld	skildir	ru	klofnir	vindöld	vargöld	áðr	veröld	steypiz	mun	engi	maðr	öðrum	þyrma														
Brothers	shall	fight	and	to	murderers	become	shall	sons of systers	kinship	stain	hardship	is	on	Earth	whoredome	mighty	axe-age	sword-age	shields	are	sundered	storm-age	beast-age	before	the world	falls	shall	no	man	the other	spare														
Brothers	shall	fight	and	fell	each	other	And	sisters	sons	shall	kinship	stain	Hard	is	it	on	earth	with	mighty	whoredom	Axe-time	sword-time	shields	are	sundered	Wind-time	wolf-time	ere	the	world	falls														
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Leika	Míms	synir	en	mjötuðr	kyndiz	að	inu	galla	Gjallarhorni	hátt	blæss	Heimdallr	horn	er	á	lofti	mælir	Óðinn	við	Míms	höfuð	ymr	ið	aldna	tré	en	jötunn	losnar	skelfr	Yggdrasils	askr	standandi													
At play are	Mimir's	sons	and	the destruction	increases	at	the	loud	Gjallarhorn	loudly	blows	Heimdallr	his horn	when	in	the sky	speaks	Othin	with	Mim's	head	groans	the	olden	tree	but	the giant	loosens his bonds	shakes	Yggdrasil	ash-tree	standing													
Fast	move	the	sons	of	Mim	and	fate	Is	heard	in	the	note	of	the	Gjallarhorn	Loud	blows	Heimdall	the	horn	is	aloft	Yggdrasil	shakes	and	shiver	on	high	The	ancient	limbs	and													
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Geyr	nú	Garmr	mjök	fyr	Gnipahelli	festr	mun	slitna	en	Freki	renna	fjölð	veit	hon	fræða	fram	sé	ek	lengra	um	ragna	rök	römm	sigtíva																					
Barks 	now	Garmr	much	before	Gnipahellir	the fetters	will	burst	and	Freki	will run free	much	knows	she	of wisdom	fore	see	I	further	about	gods	judgement	fight	of victorious gods																					
Now	Garm	howls	loud	before	Gnipahellir	The	fetters	will	burst	and	the	wolf	run	free	Much	do	I	know	and	more	can	see	Of	the																					
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Hrymr	ekr	austan	hefiz	lind	fyr	snýz	jörmungandr	í	jötunmóði	ormr	knýr	unnir	en	ari	hlakkar	slítr	nái	neffölr	Naglfar	losnar																									
Hrym	is riding	from the east	has	a shield	before him	writhes	Jörmungandr	in	giant wrath	the serpent	is threshing	the waves	and	the eagle	is screaming	tears	corpses	pale-nosed	Naglfar	gets loose																									
From	the	east	comes	Hrym	with	shield	held	high	In	giant-wrath	does	the	serpent	writhe	O'er	the	waves	he	twists	and																									
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Kjóll	ferr	austan	koma	munu	Múspellz	um	lög	lýðir	en	Loki	stýrir	fara	fífls	megir	með	freka	allir	þeim	er	bróðir	Býleifts	í	för																						
The ship	sails	from the east	come	will	the Muspells	over	the sea	people	and	Loki	steers	on go	fool's	people	with	the wolf	all together	with them	is	the brother	of Byleist	along	goes																						
O'er	the	sea	from	the	north	there	sails	a	ship	With	the	people	of	Hel	at	the	helm	stands	Loki	After	the	wolf	do																						
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Hvað	er	með	ásum	Hvað	er	með	álfum	Gnýr	allr	jötunheimr	æsir	ru	á	þingi	stynja	dvergar	fyr	steindurum	veggbergs	vísir	vituð	ér	enn	hvað																					
What	is	with	gods	What	is	with	elves	groans	the whole	giants' home	the gods	are	in	council	roar	the dwarfs	before	the doors of stone	the mountains'	masters	know	you	yet more	or what																					
How	fare	the	gods	how	fare	the	elves	All	Jotunheim	groans	the	gods	are	at	council	Loud	roar	the	dwarfs	by	the	doors	of	stone																					
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Surtr	ferr	sunnan	með	sviga	lævi	skínn	af	sverði	sól	valtíva	grjótbjörg	gnata	en	gífr	rata	troða	halir	helveg	en	himinn	klofnar																								
Surt	goes	from the south	with	wood's	harm	the shine	of	a sword	the sun	of the battle-gods	the crags	are sundered	and	the giants	fall	tread down	men	the way to hell	and	the heaven	is cloven																								
Surt	fares	from	the	south	with	the	scourge	of	branches	The	sun	of	the	battle-gods	shone	from	his	sword	The	crags	are																								
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Þá	kjömr	Hlínar	harmr	annarr	fram	er	Óðinn	ferr	við	úlf	vega	en	bani	Belja	bjartr	að	Surti	þá	mun	Friggjar	falla	angan																							
then	comes	Hlin's	harm	second 	forth	when	Othin	fares	with	the wolf	against	and	the slayer	of Beli	fair	at	Surt	then	will	Frigg's	fall	favourite god																							
Now	comes	to	Hlin	yet	another	hurt	When	Othin	fares	to	fight	with	the	wolf	And	Beli's	fair	slayer	seeks	out	Surt	For																							
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Þá	kjömr	inn	mikli	mögr	Sigföður	Víðarr	vega	að	valdýri	lætr	hann	megi	Hveðrungs	mund	um	standa	hjör	til	hjarta	þá	er	hefnt	föður																						
Then	comes	in	mighty	son	of Sigfather	Vithar	against	to	the wolf	let	him	son	of Hvedrung	with hand	 	stand	sword	to	the heart	then	is	avenged	the father																						
Then	comes	Sigfather's	mighty	son	Vithar	to	fight	with	the	foaming	wolf	In	the	giant's	son	does	he	thrust	his	sword	Full	to	the																						
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Þá	kjömr	inn	mæri	mögr	Hlöðynjar	gengr	Óðins	sonr	við	úlf	vega	drepr	hann	af	móði	Miðgarðs	véur	munu	halir	allir	heimstöð	ryðja	gengr	fet	níu	Fjörgynjar	burr	neppr	frá	naðri	níðs	ókvíðnum													
then	comes	in	mighty	son	of Hlothyn	goes	Othin's	son	with	wolf	against	kills	him	with	venom	Midgard's	protector	may	men	all	homesteads	flee	goes	paces	nine	Earth's	son	doomed to die	by	the serpent	fearless	of reproach													
Hither	there	comes	the	son	of	Hlothyn	The	bright	snake	gapes	to	heaven	above	Against	the	serpent	goes	Othin's	son	In	anger	smites	the	warder	of	earth	Forth	from	their	homes	must	all													
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Sól	tér	sortna	sígr	fold	í	mar	hverfa	af	himni	heiðar	stjörnur	geisar	eimi	við	aldrnara	leikr	hár	hiti	við	himin	sjálfan																								
Sun	turns	black	sands	sink	into	the sea	disappear	from	the sky	bright	stars	burst	fire	with	life-feeding	leaps	high	heat	with	the heaven	itself																								
The	sun	turns	black	earth	sinks	in	the	sea	The	hot	stars	down	from	heaven	are	whirled	Fierce	grows	the	steam	and																								
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Geyr	nú	Garmr	mjök	fyr	Gnipahelli	festr	mun	slitna	en	freki	renna	fjölð	veit	hon	fræða	fram	sé	ek	lengra	um	ragna	rök	römm	sigtíva																					
Hows	now	Garmr	much	before	Gnipahellir	the fetters	will	burst	and	wolf	will run free	much	knows	she	of wisdom	fore	see	I	long in future	about	heaven's	judgement	fight	of victorious gods																					
Now	Garm	howls	loud	before	Gnipahellir	The	fetters	will	burst	and	the	wolf	run	free	Much	do	I	know	and	more	can	see	Of	the																					
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Sér	hon	upp	koma	öðru	sinni	jörð	ór	ægi	iðjagræna	falla	forsar	flýgr	örn	yfir	sá	er	á	fjalli	fiska	veiðir																									
Sees	she	up	rising	another	time	the earth	from	the sea	of pure green	fall	the waterfalls	flies	the eagle	over	the one	who	on	the cliffs	fish	catches																									
Now	do	I	see	the	earth	anew	Rise	all	green	from	the	waves	again	The	cataracts	fall	and	the	eagle	flies																									
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Finnaz	æsir	á	Iðavelli	ok	um	moldþinur	máttkan	dæma	ok	minnaz	þar	á	megindóma	ok	á	Fimbultýs	fornar	rúnar																											
Found are	the gods	on	Ithavoll	and	of	the earth's girdle	mighty	talk	and	recall	there	on	mighty deeds	and	on	Fimbultýr's	ancient	runes																											
The	gods	in	Ithavoll	meet	together	Of	the	terrible	girdler	of	earth	they	talk	And	the	mighty	past	they																											
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Þar	munu	eftir	undrsamligar	gull	töflur	í	grasi	finnaz	þær	s	í	árdaga	áttar	höfðu																															
There	shall	again	wonderful	golden	chessboards	in	the grass	be found	those	when	in	olden days	possesed	they had																															
In	wondrous	beauty	once	again	Shall	the	golden	tables	stand	mid	the	grass	Which	the																															
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Munu	ósánir	akrar	vaxa	böls	mun	allz	batna	Baldr	mun	koma	búa	þeir	Höðr	ok	Baldr	Hrofts	sigtóftir	vel	valtívar	vituð	r	enn	hvað																						
will	unsown	fields	grow	of ill	will	all	get better	Baldr	will	come	to live	they	Hoth	and	Baldr	Hroft's	ruins of victory	well	the gods of Valhalla	know	you	yet more	what																						
Then	fields	unsowed	bear	ripened	fruit	All	ills	grow	better	and	Baldr	comes	back	Baldr	and	Hoth	dwell	in	Hropt's	battle-hall	And	the	mighty																						
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Þá	kná	Hænir	hlautvið	kjósa	ok	byrir	byggja	bræðra	tveggja	vindheim	víðan	vituð	ér	enn	hvað																														
Then	will	Hönir	sacrifice	choose	and	the sons	build	of the brothers	two	sky	wide	know	you	want yet more	or what																														
Then	Hönir	wins	the	prophetic	wand	And	the	sons	of	the	brothers	of	Tveggi	abide	In																														
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Sal	sér	hon	standa	sólu	fegra	gulli	þakðan	á	Gimlé	Þar	skulu	dyggvar	dróttir	byggja	ok	um	aldrdaga	ynðis	njóta																										
Hall	sees	she	standing	than the sun	fairer	with gold	covered	on	Gimle	there	shall	righteous	rulers	dwell	and	of	all days	happiness	enjoy																										
More	fair	than	the	sun	a	hall	I	see	Roofed	with	gold	on	Gimle	it	stands	There	shall	the	righteous																										
--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Þar	kjömr	inn	dimmi	dreki	fljúgandi	naðr	fránn	neðan	frá	Niðafjöllum	berr	sér	í	fjöðrum	flýgr	völl	yfir	Níðhöggr	nái	nú	mun	hon	sökkvaz																						
There	comes	in	dark	dragon	flyging	serpent	bright	beneath	from	Nithafjoll	bears	he	in	the feathers	flies	the fields	over	Nithhogg	corpses	now	will	she	sink																						
There	comes	on	high	all	power	to	hold	a	mighty	lord	all	lands	he	rules	From	below	the	dragon	dark	comes	forth	Nithhogg	flying																						
